"# Figure 4: the full classification to a,b,c <= 12. Z never intersects the quark-hosting set"
4,4,8,36,even,False,False,odd m
4,4,9,39,odd,False,True,even m
4,4,10,42,even,False,False,odd m
4,4,11,45,odd,False,True,even m
4,4,12,48,even,False,False,odd m
4,5,0,14,even,False,False,odd m
4,5,1,17,odd,False,True,even m
4,5,2,20,even,False,False,odd m
4,5,3,23,odd,False,True,even m
4,5,4,26,even,True,False,odd m
4,5,5,29,odd,False,True,even m
4,5,6,32,even,False,False,odd m
4,5,7,35,odd,False,True,even m
4,5,8,38,even,False,False,odd m
4,5,9,41,odd,False,True,even m
4,5,10,44,even,False,False,odd m
4,5,11,47,odd,False,True,even m
4,5,12,50,even,False,False,odd m
4,6,0,16,even,False,False,odd m
4,6,1,19,odd,False,True,even m
4,6,2,22,even,False,False,odd m
4,6,3,25,odd,False,True,even m
4,6,4,28,even,False,False,odd m
4,6,5,31,odd,False,True,even m
4,6,6,34,even,False,False,odd m
4,6,7,37,odd,False,True,even m
4,6,8,40,even,False,False,odd m
4,6,9,43,odd,False,True,even m
4,6,10,46,even,False,False,odd m
4,6,11,49,odd,False,True,even m
4,6,12,52,even,False,False,odd m
4,7,0,18,even,False,False,odd m
4,7,1,21,odd,False,True,even m
4,7,2,24,even,False,False,odd m
4,7,3,27,odd,False,True,even m
4,7,4,30,even,True,False,odd m
4,7,5,33,odd,False,True,even m
4,7,6,36,even,False,False,odd m
4,7,7,39,odd,False,True,even m
4,7,8,42,even,False,False,odd m
4,7,9,45,odd,False,True,even m
4,7,10,48,even,False,False,odd m
4,7,11,51,odd,False,True,even m
4,7,12,54,even,False,False,odd m
4,8,0,20,even,False,False,odd m
4,8,1,23,odd,False,True,even m
4,8,2,26,even,False,False,odd m
4,8,3,29,odd,False,True,even m
4,8,4,32,even,False,False,odd m
4,8,5,35,odd,False,True,even m
4,8,6,38,even,False,False,odd m
4,8,7,41,odd,False,True,even m
4,8,8,44,even,False,False,odd m
4,8,9,47,odd,False,True,even m
4,8,10,50,even,False,False,odd m
4,8,11,53,odd,False,True,even m
4,8,12,56,even,False,False,odd m
4,9,0,22,even,False,False,odd m
4,9,1,25,odd,False,True,even m
4,9,2,28,even,False,False,odd m
4,9,3,31,odd,False,True,even m
4,9,4,34,even,True,False,odd m
4,9,5,37,odd,False,True,even m
4,9,6,40,even,False,False,odd m
4,9,7,43,odd,False,True,even m
4,9,8,46,even,False,False,odd m
4,9,9,49,odd,False,True,even m
4,9,10,52,even,False,False,odd m
4,9,11,55,odd,False,True,even m
4,9,12,58,even,False,False,odd m
4,10,0,24,even,False,False,odd m
4,10,1,27,odd,False,True,even m
4,10,2,30,even,False,False,odd m
4,10,3,33,odd,False,True,even m
4,10,4,36,even,False,False,odd m
4,10,5,39,odd,False,True,even m
4,10,6,42,even,False,False,odd m
4,10,7,45,odd,False,True,even m
4,10,8,48,even,False,False,odd m
4,10,9,51,odd,False,True,even m
4,10,10,54,even,False,False,odd m
4,10,11,57,odd,False,True,even m
4,10,12,60,even,False,False,odd m
4,11,0,26,even,False,False,odd m
4,11,1,29,odd,False,True,even m
4,11,2,32,even,False,False,odd m
4,11,3,35,odd,False,True,even m
4,11,4,38,even,True,False,odd m
4,11,5,41,odd,False,True,even m
4,11,6,44,even,False,False,odd m
4,11,7,47,odd,False,True,even m
4,11,8,50,even,False,False,odd m
4,11,9,53,odd,False,True,even m
4,11,10,56,even,False,False,odd m
4,11,11,59,odd,False,True,even m
4,11,12,62,even,False,False,odd m
4,12,0,28,even,False,False,odd m
4,12,1,31,odd,False,True,even m
4,12,2,34,even,False,False,odd m
4,12,3,37,odd,False,True,even m
4,12,4,40,even,False,False,odd m
4,12,5,43,odd,False,True,even m
4,12,6,46,even,False,False,odd m
4,12,7,49,odd,False,True,even m
4,12,8,52,even,False,False,odd m
4,12,9,55,odd,False,True,even m
4,12,10,58,even,False,False,odd m
4,12,11,61,odd,False,True,even m
4,12,12,64,even,False,False,odd m
5,0,0,5,odd,False,False,even m
5,0,1,8,even,False,False,odd m
5,0,2,11,odd,False,False,even m
5,0,3,14,even,False,False,odd m
5,0,4,17,odd,False,False,even m
5,0,5,20,even,False,False,odd m
5,0,6,23,odd,False,False,even m
5,0,7,26,even,False,False,odd m
5,0,8,29,odd,False,False,even m
5,0,9,32,even,False,False,odd m
5,0,10,35,odd,False,False,even m
5,0,11,38,even,False,False,odd m
5,0,12,41,odd,False,False,even m
5,1,0,7,odd,False,True,even m
5,1,1,10,even,True,False,odd m
5,1,2,13,odd,False,True,even m
5,1,3,16,even,True,False,odd m
5,1,4,19,odd,False,True,even m
5,1,5,22,even,True,False,odd m
5,1,6,25,odd,False,True,even m
5,1,7,28,even,True,False,odd m
5,1,8,31,odd,False,True,even m
5,1,9,34,even,True,False,odd m
5,1,10,37,odd,False,True,even m
5,1,11,40,even,True,False,odd m
5,1,12,43,odd,False,True,even m
5,2,0,9,odd,False,True,even m
5,2,1,12,even,False,False,odd m
5,2,2,15,odd,False,True,even m
5,2,3,18,even,False,False,odd m
5,2,4,21,odd,False,True,even m
5,2,5,24,even,False,False,odd m
5,2,6,27,odd,False,True,even m
5,2,7,30,even,False,False,odd m
5,2,8,33,odd,False,True,even m
5,2,9,36,even,False,False,odd m
5,2,10,39,odd,False,True,even m
5,2,11,42,even,False,False,odd m
5,2,12,45,odd,False,True,even m
5,3,0,11,odd,False,True,even m
5,3,1,14,even,True,False,odd m
5,3,2,17,odd,False,True,even m
5,3,3,20,even,True,False,odd m
5,3,4,23,odd,False,True,even m
5,3,5,26,even,True,False,odd m
5,3,6,29,odd,False,True,even m
5,3,7,32,even,True,False,odd m
5,3,8,35,odd,False,True,even m
5,3,9,38,even,True,False,odd m
5,3,10,41,odd,False,True,even m
5,3,11,44,even,True,False,odd m
5,3,12,47,odd,False,True,even m
5,4,0,13,odd,False,True,even m
5,4,1,16,even,False,False,odd m
5,4,2,19,odd,False,True,even m
5,4,3,22,even,False,False,odd m
5,4,4,25,odd,False,True,even m
5,4,5,28,even,False,False,odd m
5,4,6,31,odd,False,True,even m
5,4,7,34,even,False,False,odd m
5,4,8,37,odd,False,True,even m
5,4,9,40,even,False,False,odd m
5,4,10,43,odd,False,True,even m
5,4,11,46,even,False,False,odd m
5,4,12,49,odd,False,True,even m
5,5,0,15,odd,False,True,even m
5,5,1,18,even,True,False,odd m
5,5,2,21,odd,False,True,even m
5,5,3,24,even,True,False,odd m
5,5,4,27,odd,False,True,even m
5,5,5,30,even,True,False,odd m
5,5,6,33,odd,False,True,even m
5,5,7,36,even,True,False,odd m
5,5,8,39,odd,False,True,even m
5,5,9,42,even,True,False,odd m
5,5,10,45,odd,False,True,even m
5,5,11,48,even,True,False,odd m
5,5,12,51,odd,False,True,even m
5,6,0,17,odd,False,True,even m
5,6,1,20,even,False,False,odd m
5,6,2,23,odd,False,True,even m
5,6,3,26,even,False,False,odd m
5,6,4,29,odd,False,True,even m
5,6,5,32,even,False,False,odd m
5,6,6,35,odd,False,True,even m
5,6,7,38,even,False,False,odd m
5,6,8,41,odd,False,True,even m
5,6,9,44,even,False,False,odd m
5,6,10,47,odd,False,True,even m
5,6,11,50,even,False,False,odd m
5,6,12,53,odd,False,True,even m
5,7,0,19,odd,False,True,even m
5,7,1,22,even,True,False,odd m
5,7,2,25,odd,False,True,even m
5,7,3,28,even,True,False,odd m
5,7,4,31,odd,False,True,even m
5,7,5,34,even,True,False,odd m
5,7,6,37,odd,False,True,even m
5,7,7,40,even,True,False,odd m
5,7,8,43,odd,False,True,even m
5,7,9,46,even,True,False,odd m
5,7,10,49,odd,False,True,even m
5,7,11,52,even,True,False,odd m
5,7,12,55,odd,False,True,even m
5,8,0,21,odd,False,True,even m
5,8,1,24,even,False,False,odd m
5,8,2,27,odd,False,True,even m
5,8,3,30,even,False,False,odd m
5,8,4,33,odd,False,True,even m
5,8,5,36,even,False,False,odd m
5,8,6,39,odd,False,True,even m
5,8,7,42,even,False,False,odd m
5,8,8,45,odd,False,True,even m
5,8,9,48,even,False,False,odd m
5,8,10,51,odd,False,True,even m
5,8,11,54,even,False,False,odd m
5,8,12,57,odd,False,True,even m
5,9,0,23,odd,False,True,even m
5,9,1,26,even,True,False,odd m
5,9,2,29,odd,False,True,even m
5,9,3,32,even,True,False,odd m
5,9,4,35,odd,False,True,even m
5,9,5,38,even,True,False,odd m
5,9,6,41,odd,False,True,even m
5,9,7,44,even,True,False,odd m
5,9,8,47,odd,False,True,even m
5,9,9,50,even,True,False,odd m
5,9,10,53,odd,False,True,even m
5,9,11,56,even,True,False,odd m
5,9,12,59,odd,False,True,even m
5,10,0,25,odd,False,True,even m
5,10,1,28,even,False,False,odd m
5,10,2,31,odd,False,True,even m
5,10,3,34,even,False,False,odd m
5,10,4,37,odd,False,True,even m
5,10,5,40,even,False,False,odd m
5,10,6,43,odd,False,True,even m
5,10,7,46,even,False,False,odd m
5,10,8,49,odd,False,True,even m
5,10,9,52,even,False,False,odd m
5,10,10,55,odd,False,True,even m
5,10,11,58,even,False,False,odd m
5,10,12,61,odd,False,True,even m
5,11,0,27,odd,False,True,even m
5,11,1,30,even,True,False,odd m
5,11,2,33,odd,False,True,even m
5,11,3,36,even,True,False,odd m
5,11,4,39,odd,False,True,even m
5,11,5,42,even,True,False,odd m
5,11,6,45,odd,False,True,even m
5,11,7,48,even,True,False,odd m
5,11,8,51,odd,False,True,even m
5,11,9,54,even,True,False,odd m
5,11,10,57,odd,False,True,even m
5,11,11,60,even,True,False,odd m
5,11,12,63,odd,False,True,even m
5,12,0,29,odd,False,True,even m
5,12,1,32,even,False,False,odd m
5,12,2,35,odd,False,True,even m
5,12,3,38,even,False,False,odd m
5,12,4,41,odd,False,True,even m
5,12,5,44,even,False,False,odd m
5,12,6,47,odd,False,True,even m
5,12,7,50,even,False,False,odd m
5,12,8,53,odd,False,True,even m
5,12,9,56,even,False,False,odd m
5,12,10,59,odd,False,True,even m
5,12,11,62,even,False,False,odd m
5,12,12,65,odd,False,True,even m
6,0,0,6,even,False,False,odd m
6,0,1,9,odd,False,False,even m
6,0,2,12,even,False,False,odd m
6,0,3,15,odd,False,False,even m
6,0,4,18,even,False,False,odd m
6,0,5,21,odd,False,False,even m
6,0,6,24,even,False,False,odd m
6,0,7,27,odd,False,False,even m
6,0,8,30,even,False,False,odd m
6,0,9,33,odd,False,False,even m
6,0,10,36,even,False,False,odd m
6,0,11,39,odd,False,False,even m
6,0,12,42,even,False,False,odd m
6,1,0,8,even,False,False,odd m
6,1,1,11,odd,False,True,even m
6,1,2,14,even,False,False,odd m
6,1,3,17,odd,False,True,even m
6,1,4,20,even,False,False,odd m
6,1,5,23,odd,False,True,even m
6,1,6,26,even,True,False,odd m
6,1,7,29,odd,False,True,even m
6,1,8,32,even,False,False,odd m
6,1,9,35,odd,False,True,even m
6,1,10,38,even,False,False,odd m
6,1,11,41,odd,False,True,even m
6,1,12,44,even,False,False,odd m
6,2,0,10,even,False,False,odd m
6,2,1,13,odd,False,True,even m
6,2,2,16,even,False,False,odd m
6,2,3,19,odd,False,True,even m
6,2,4,22,even,False,False,odd m
6,2,5,25,odd,False,True,even m
6,2,6,28,even,False,False,odd m
6,2,7,31,odd,False,True,even m
6,2,8,34,even,False,False,odd m
6,2,9,37,odd,False,True,even m
6,2,10,40,even,False,False,odd m
6,2,11,43,odd,False,True,even m
6,2,12,46,even,False,False,odd m
6,3,0,12,even,False,False,odd m
6,3,1,15,odd,False,True,even m
6,3,2,18,even,False,False,odd m
6,3,3,21,odd,False,True,even m
6,3,4,24,even,False,False,odd m
6,3,5,27,odd,False,True,even m
6,3,6,30,even,True,False,odd m
6,3,7,33,odd,False,True,even m
6,3,8,36,even,False,False,odd m
6,3,9,39,odd,False,True,even m
6,3,10,42,even,False,False,odd m
6,3,11,45,odd,False,True,even m
6,3,12,48,even,False,False,odd m
6,4,0,14,even,False,False,odd m
6,4,1,17,odd,False,True,even m
6,4,2,20,even,False,False,odd m
6,4,3,23,odd,False,True,even m
6,4,4,26,even,False,False,odd m
6,4,5,29,odd,False,True,even m
6,4,6,32,even,False,False,odd m
6,4,7,35,odd,False,True,even m
6,4,8,38,even,False,False,odd m
6,4,9,41,odd,False,True,even m
6,4,10,44,even,False,False,odd m
6,4,11,47,odd,False,True,even m
6,4,12,50,even,False,False,odd m
6,5,0,16,even,False,False,odd m
6,5,1,19,odd,False,True,even m
6,5,2,22,even,False,False,odd m
6,5,3,25,odd,False,True,even m
6,5,4,28,even,False,False,odd m
6,5,5,31,odd,False,True,even m
6,5,6,34,even,True,False,odd m
6,5,7,37,odd,False,True,even m
6,5,8,40,even,False,False,odd m
6,5,9,43,odd,False,True,even m
6,5,10,46,even,False,False,odd m
6,5,11,49,odd,False,True,even m
6,5,12,52,even,False,False,odd m
6,6,0,18,even,False,False,odd m
6,6,1,21,odd,False,True,even m
6,6,2,24,even,False,False,odd m
6,6,3,27,odd,False,True,even m
6,6,4,30,even,False,False,odd m
6,6,5,33,odd,False,True,even m
6,6,6,36,even,False,False,odd m
6,6,7,39,odd,False,True,even m
6,6,8,42,even,False,False,odd m
6,6,9,45,odd,False,True,even m
6,6,10,48,even,False,False,odd m
6,6,11,51,odd,False,True,even m
6,6,12,54,even,False,False,odd m
6,7,0,20,even,False,False,odd m
6,7,1,23,odd,False,True,even m
6,7,2,26,even,False,False,odd m
6,7,3,29,odd,False,True,even m
6,7,4,32,even,False,False,odd m
6,7,5,35,odd,False,True,even m
6,7,6,38,even,True,False,odd m
6,7,7,41,odd,False,True,even m
6,7,8,44,even,False,False,odd m
6,7,9,47,odd,False,True,even m
6,7,10,50,even,False,False,odd m
6,7,11,53,odd,False,True,even m
6,7,12,56,even,False,False,odd m
6,8,0,22,even,False,False,odd m
6,8,1,25,odd,False,True,even m
6,8,2,28,even,False,False,odd m
6,8,3,31,odd,False,True,even m
6,8,4,34,even,False,False,odd m
6,8,5,37,odd,False,True,even m
6,8,6,40,even,False,False,odd m
6,8,7,43,odd,False,True,even m
6,8,8,46,even,False,False,odd m
6,8,9,49,odd,False,True,even m
6,8,10,52,even,False,False,odd m
6,8,11,55,odd,False,True,even m
6,8,12,58,even,False,False,odd m
6,9,0,24,even,False,False,odd m
6,9,1,27,odd,False,True,even m
6,9,2,30,even,False,False,odd m
6,9,3,33,odd,False,True,even m
6,9,4,36,even,False,False,odd m
6,9,5,39,odd,False,True,even m
6,9,6,42,even,True,False,odd m
6,9,7,45,odd,False,True,even m
6,9,8,48,even,False,False,odd m
6,9,9,51,odd,False,True,even m
6,9,10,54,even,False,False,odd m
6,9,11,57,odd,False,True,even m
6,9,12,60,even,False,False,odd m
6,10,0,26,even,False,False,odd m
6,10,1,29,odd,False,True,even m
6,10,2,32,even,False,False,odd m
6,10,3,35,odd,False,True,even m
6,10,4,38,even,False,False,odd m
6,10,5,41,odd,False,True,even m
6,10,6,44,even,False,False,odd m
6,10,7,47,odd,False,True,even m
6,10,8,50,even,False,False,odd m
6,10,9,53,odd,False,True,even m
6,10,10,56,even,False,False,odd m
6,10,11,59,odd,False,True,even m
6,10,12,62,even,False,False,odd m
6,11,0,28,even,False,False,odd m
6,11,1,31,odd,False,True,even m
6,11,2,34,even,False,False,odd m
6,11,3,37,odd,False,True,even m
6,11,4,40,even,False,False,odd m
6,11,5,43,odd,False,True,even m
6,11,6,46,even,True,False,odd m
6,11,7,49,odd,False,True,even m
6,11,8,52,even,False,False,odd m
6,11,9,55,odd,False,True,even m
6,11,10,58,even,False,False,odd m
6,11,11,61,odd,False,True,even m
6,11,12,64,even,False,False,odd m
6,12,0,30,even,False,False,odd m
6,12,1,33,odd,False,True,even m
6,12,2,36,even,False,False,odd m
6,12,3,39,odd,False,True,even m
6,12,4,42,even,False,False,odd m
6,12,5,45,odd,False,True,even m
6,12,6,48,even,False,False,odd m
6,12,7,51,odd,False,True,even m
6,12,8,54,even,False,False,odd m
6,12,9,57,odd,False,True,even m
6,12,10,60,even,False,False,odd m
6,12,11,63,odd,False,True,even m
6,12,12,66,even,False,False,odd m
7,0,0,7,odd,False,False,even m
7,0,1,10,even,False,False,odd m
7,0,2,13,odd,False,False,even m
7,0,3,16,even,False,False,odd m
7,0,4,19,odd,False,False,even m
7,0,5,22,even,False,False,odd m
7,0,6,25,odd,False,False,even m
7,0,7,28,even,False,False,odd m
7,0,8,31,odd,False,False,even m
7,0,9,34,even,False,False,odd m
7,0,10,37,odd,False,False,even m
7,0,11,40,even,False,False,odd m
7,0,12,43,odd,False,False,even m
7,1,0,9,odd,False,True,even m
7,1,1,12,even,True,False,odd m
7,1,2,15,odd,False,True,even m
7,1,3,18,even,True,False,odd m
7,1,4,21,odd,False,True,even m
7,1,5,24,even,True,False,odd m
7,1,6,27,odd,False,True,even m
7,1,7,30,even,True,False,odd m
7,1,8,33,odd,False,True,even m
7,1,9,36,even,True,False,odd m
7,1,10,39,odd,False,True,even m
7,1,11,42,even,True,False,odd m
7,1,12,45,odd,False,True,even m
7,2,0,11,odd,False,True,even m
7,2,1,14,even,False,False,odd m
7,2,2,17,odd,False,True,even m
7,2,3,20,even,False,False,odd m
7,2,4,23,odd,False,True,even m
7,2,5,26,even,False,False,odd m
7,2,6,29,odd,False,True,even m
7,2,7,32,even,False,False,odd m
7,2,8,35,odd,False,True,even m
7,2,9,38,even,False,False,odd m
7,2,10,41,odd,False,True,even m
7,2,11,44,even,False,False,odd m
7,2,12,47,odd,False,True,even m
7,3,0,13,odd,False,True,even m
7,3,1,16,even,True,False,odd m
7,3,2,19,odd,False,True,even m
7,3,3,22,even,True,False,odd m
7,3,4,25,odd,False,True,even m
7,3,5,28,even,True,False,odd m
7,3,6,31,odd,False,True,even m
7,3,7,34,even,True,False,odd m
7,3,8,37,odd,False,True,even m
7,3,9,40,even,True,False,odd m
7,3,10,43,odd,False,True,even m
7,3,11,46,even,True,False,odd m
7,3,12,49,odd,False,True,even m
7,4,0,15,odd,False,True,even m
7,4,1,18,even,False,False,odd m
7,4,2,21,odd,False,True,even m
7,4,3,24,even,False,False,odd m
7,4,4,27,odd,False,True,even m
7,4,5,30,even,False,False,odd m
7,4,6,33,odd,False,True,even m
7,4,7,36,even,False,False,odd m
7,4,8,39,odd,False,True,even m
7,4,9,42,even,False,False,odd m
7,4,10,45,odd,False,True,even m
7,4,11,48,even,False,False,odd m
7,4,12,51,odd,False,True,even m
7,5,0,17,odd,False,True,even m
7,5,1,20,even,True,False,odd m
7,5,2,23,odd,False,True,even m
7,5,3,26,even,True,False,odd m
7,5,4,29,odd,False,True,even m
7,5,5,32,even,True,False,odd m
7,5,6,35,odd,False,True,even m
7,5,7,38,even,True,False,odd m
7,5,8,41,odd,False,True,even m
7,5,9,44,even,True,False,odd m
7,5,10,47,odd,False,True,even m
7,5,11,50,even,True,False,odd m
7,5,12,53,odd,False,True,even m
7,6,0,19,odd,False,True,even m
7,6,1,22,even,False,False,odd m
7,6,2,25,odd,False,True,even m
7,6,3,28,even,False,False,odd m
7,6,4,31,odd,False,True,even m
7,6,5,34,even,False,False,odd m
7,6,6,37,odd,False,True,even m
7,6,7,40,even,False,False,odd m
7,6,8,43,odd,False,True,even m
7,6,9,46,even,False,False,odd m
7,6,10,49,odd,False,True,even m
7,6,11,52,even,False,False,odd m
7,6,12,55,odd,False,True,even m
7,7,0,21,odd,False,True,even m
7,7,1,24,even,True,False,odd m
7,7,2,27,odd,False,True,even m
7,7,3,30,even,True,False,odd m
7,7,4,33,odd,False,True,even m
7,7,5,36,even,True,False,odd m
7,7,6,39,odd,False,True,even m
7,7,7,42,even,True,False,odd m
7,7,8,45,odd,False,True,even m
7,7,9,48,even,True,False,odd m
7,7,10,51,odd,False,True,even m
7,7,11,54,even,True,False,odd m
7,7,12,57,odd,False,True,even m
7,8,0,23,odd,False,True,even m
7,8,1,26,even,False,False,odd m
7,8,2,29,odd,False,True,even m
7,8,3,32,even,False,False,odd m
7,8,4,35,odd,False,True,even m
7,8,5,38,even,False,False,odd m
7,8,6,41,odd,False,True,even m
7,8,7,44,even,False,False,odd m
7,8,8,47,odd,False,True,even m
7,8,9,50,even,False,False,odd m
7,8,10,53,odd,False,True,even m
7,8,11,56,even,False,False,odd m
7,8,12,59,odd,False,True,even m
7,9,0,25,odd,False,True,even m
7,9,1,28,even,True,False,odd m
7,9,2,31,odd,False,True,even m
7,9,3,34,even,True,False,odd m
7,9,4,37,odd,False,True,even m
7,9,5,40,even,True,False,odd m
7,9,6,43,odd,False,True,even m
7,9,7,46,even,True,False,odd m
7,9,8,49,odd,False,True,even m
7,9,9,52,even,True,False,odd m
7,9,10,55,odd,False,True,even m
7,9,11,58,even,True,False,odd m
7,9,12,61,odd,False,True,even m
7,10,0,27,odd,False,True,even m
7,10,1,30,even,False,False,odd m
7,10,2,33,odd,False,True,even m
7,10,3,36,even,False,False,odd m
7,10,4,39,odd,False,True,even m
7,10,5,42,even,False,False,odd m
7,10,6,45,odd,False,True,even m
7,10,7,48,even,False,False,odd m
7,10,8,51,odd,False,True,even m
7,10,9,54,even,False,False,odd m
7,10,10,57,odd,False,True,even m
7,10,11,60,even,False,False,odd m
7,10,12,63,odd,False,True,even m
7,11,0,29,odd,False,True,even m
7,11,1,32,even,True,False,odd m
7,11,2,35,odd,False,True,even m
7,11,3,38,even,True,False,odd m
7,11,4,41,odd,False,True,even m
7,11,5,44,even,True,False,odd m
7,11,6,47,odd,False,True,even m
7,11,7,50,even,True,False,odd m
7,11,8,53,odd,False,True,even m
7,11,9,56,even,True,False,odd m
7,11,10,59,odd,False,True,even m
7,11,11,62,even,True,False,odd m
7,11,12,65,odd,False,True,even m
7,12,0,31,odd,False,True,even m
7,12,1,34,even,False,False,odd m
7,12,2,37,odd,False,True,even m
7,12,3,40,even,False,False,odd m
7,12,4,43,odd,False,True,even m
7,12,5,46,even,False,False,odd m
7,12,6,49,odd,False,True,even m
7,12,7,52,even,False,False,odd m
7,12,8,55,odd,False,True,even m
7,12,9,58,even,False,False,odd m
7,12,10,61,odd,False,True,even m
7,12,11,64,even,False,False,odd m
7,12,12,67,odd,False,True,even m
8,0,0,8,even,False,False,odd m
8,0,1,11,odd,False,False,even m
8,0,2,14,even,False,False,odd m
8,0,3,17,odd,False,False,even m
8,0,4,20,even,False,False,odd m
8,0,5,23,odd,False,False,even m
8,0,6,26,even,False,False,odd m
8,0,7,29,odd,False,False,even m
8,0,8,32,even,False,False,odd m
8,0,9,35,odd,False,False,even m
8,0,10,38,even,False,False,odd m
8,0,11,41,odd,False,False,even m
8,0,12,44,even,False,False,odd m
8,1,0,10,even,False,False,odd m
8,1,1,13,odd,False,True,even m
8,1,2,16,even,False,False,odd m
8,1,3,19,odd,False,True,even m
8,1,4,22,even,False,False,odd m
8,1,5,25,odd,False,True,even m
8,1,6,28,even,False,False,odd m
8,1,7,31,odd,False,True,even m
8,1,8,34,even,True,False,odd m
8,1,9,37,odd,False,True,even m
8,1,10,40,even,False,False,odd m
8,1,11,43,odd,False,True,even m
8,1,12,46,even,False,False,odd m
8,2,0,12,even,False,False,odd m
8,2,1,15,odd,False,True,even m
8,2,2,18,even,False,False,odd m
8,2,3,21,odd,False,True,even m
8,2,4,24,even,False,False,odd m
8,2,5,27,odd,False,True,even m
8,2,6,30,even,False,False,odd m
8,2,7,33,odd,False,True,even m
8,2,8,36,even,False,False,odd m
8,2,9,39,odd,False,True,even m
8,2,10,42,even,False,False,odd m
8,2,11,45,odd,False,True,even m
8,2,12,48,even,False,False,odd m
8,3,0,14,even,False,False,odd m
8,3,1,17,odd,False,True,even m
8,3,2,20,even,False,False,odd m
8,3,3,23,odd,False,True,even m
8,3,4,26,even,False,False,odd m
8,3,5,29,odd,False,True,even m
8,3,6,32,even,False,False,odd m
8,3,7,35,odd,False,True,even m
8,3,8,38,even,True,False,odd m
8,3,9,41,odd,False,True,even m
8,3,10,44,even,False,False,odd m
8,3,11,47,odd,False,True,even m
8,3,12,50,even,False,False,odd m
8,4,0,16,even,False,False,odd m
8,4,1,19,odd,False,True,even m
8,4,2,22,even,False,False,odd m
8,4,3,25,odd,False,True,even m
8,4,4,28,even,False,False,odd m
8,4,5,31,odd,False,True,even m
8,4,6,34,even,False,False,odd m
8,4,7,37,odd,False,True,even m
8,4,8,40,even,False,False,odd m
8,4,9,43,odd,False,True,even m
8,4,10,46,even,False,False,odd m
8,4,11,49,odd,False,True,even m
8,4,12,52,even,False,False,odd m
8,5,0,18,even,False,False,odd m
8,5,1,21,odd,False,True,even m
8,5,2,24,even,False,False,odd m
8,5,3,27,odd,False,True,even m
8,5,4,30,even,False,False,odd m
8,5,5,33,odd,False,True,even m
8,5,6,36,even,False,False,odd m
8,5,7,39,odd,False,True,even m
8,5,8,42,even,True,False,odd m
8,5,9,45,odd,False,True,even m
8,5,10,48,even,False,False,odd m
8,5,11,51,odd,False,True,even m
8,5,12,54,even,False,False,odd m
8,6,0,20,even,False,False,odd m
8,6,1,23,odd,False,True,even m
8,6,2,26,even,False,False,odd m
8,6,3,29,odd,False,True,even m
8,6,4,32,even,False,False,odd m
8,6,5,35,odd,False,True,even m
8,6,6,38,even,False,False,odd m
8,6,7,41,odd,False,True,even m
8,6,8,44,even,False,False,odd m
8,6,9,47,odd,False,True,even m
8,6,10,50,even,False,False,odd m
8,6,11,53,odd,False,True,even m
8,6,12,56,even,False,False,odd m
8,7,0,22,even,False,False,odd m
8,7,1,25,odd,False,True,even m
8,7,2,28,even,False,False,odd m
8,7,3,31,odd,False,True,even m
8,7,4,34,even,False,False,odd m
8,7,5,37,odd,False,True,even m
8,7,6,40,even,False,False,odd m
8,7,7,43,odd,False,True,even m
8,7,8,46,even,True,False,odd m
8,7,9,49,odd,False,True,even m
8,7,10,52,even,False,False,odd m
8,7,11,55,odd,False,True,even m
8,7,12,58,even,False,False,odd m
8,8,0,24,even,False,False,odd m
8,8,1,27,odd,False,True,even m
8,8,2,30,even,False,False,odd m
8,8,3,33,odd,False,True,even m
8,8,4,36,even,False,False,odd m
8,8,5,39,odd,False,True,even m
8,8,6,42,even,False,False,odd m
8,8,7,45,odd,False,True,even m
8,8,8,48,even,False,False,odd m
8,8,9,51,odd,False,True,even m
8,8,10,54,even,False,False,odd m
8,8,11,57,odd,False,True,even m
8,8,12,60,even,False,False,odd m
8,9,0,26,even,False,False,odd m
8,9,1,29,odd,False,True,even m
8,9,2,32,even,False,False,odd m
8,9,3,35,odd,False,True,even m
8,9,4,38,even,False,False,odd m
8,9,5,41,odd,False,True,even m
